epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,884.08,1.30417,1.30462,1.26166,0.52705,0.45498,0.4818,0.31079,1.34232,1.28061,1.26814,0.0009035,0.0009035,0.0009035
16,941.767,1.29693,1.28195,1.25493,0.4699,0.45025,0.45415,0.29068,1.35368,1.42454,1.25877,0.00087875,0.00087875,0.00087875
17,999.617,1.29251,1.26921,1.24446,0.57566,0.41948,0.47861,0.31181,1.33698,1.24695,1.2356,0.000854,0.000854,0.000854
18,1057.09,1.23873,1.20097,1.21541,0.56987,0.43118,0.48896,0.3135,1.34519,1.20243,1.25561,0.00082925,0.00082925,0.00082925
19,1114.66,1.25442,1.22877,1.23401,0.42787,0.47772,0.43639,0.27736,1.35722,1.32211,1.26625,0.0008045,0.0008045,0.0008045
20,1173.48,1.25132,1.18691,1.22172,0.61262,0.4061,0.4988,0.3179,1.34858,1.20301,1.25463,0.00077975,0.00077975,0.00077975
21,1230.5,1.22033,1.15343,1.20853,0.50787,0.51541,0.47711,0.30514,1.30855,1.20352,1.233,0.000755,0.000755,0.000755
22,1285.02,1.22541,1.12821,1.21407,0.52867,0.43105,0.47975,0.30566,1.32956,1.23277,1.23889,0.00073025,0.00073025,0.00073025
23,1340.42,1.21786,1.12638,1.20026,0.62076,0.38223,0.44872,0.2913,1.32973,1.31101,1.23548,0.0007055,0.0007055,0.0007055
24,1395,1.19167,1.08247,1.19423,0.56181,0.48884,0.4999,0.31961,1.31536,1.16446,1.23918,0.00068075,0.00068075,0.00068075
25,1449.37,1.19367,1.07758,1.19449,0.64565,0.42482,0.51296,0.33654,1.30786,1.19268,1.23093,0.000656,0.000656,0.000656
26,1503.84,1.17643,1.03958,1.18146,0.51844,0.47615,0.47158,0.29998,1.33408,1.27929,1.25042,0.00063125,0.00063125,0.00063125
27,1558.62,1.16868,1.01529,1.17476,0.62423,0.47822,0.50647,0.32052,1.30854,1.19694,1.23395,0.0006065,0.0006065,0.0006065
28,1616.02,1.1575,1.01079,1.16963,0.65618,0.46248,0.53711,0.35225,1.32324,1.20711,1.25458,0.00058175,0.00058175,0.00058175
29,1670.53,1.15181,0.98983,1.17601,0.56084,0.47229,0.49988,0.32775,1.30338,1.17821,1.23762,0.000557,0.000557,0.000557
30,1724.07,1.13791,0.97063,1.16704,0.64711,0.45062,0.51355,0.33414,1.29426,1.17646,1.2305,0.00053225,0.00053225,0.00053225
31,1777.55,1.12869,0.9529,1.1601,0.57061,0.53836,0.54516,0.36067,1.30034,1.17765,1.23714,0.0005075,0.0005075,0.0005075
32,1827.75,1.13053,0.93364,1.1598,0.56376,0.49891,0.52429,0.34494,1.29319,1.16649,1.2219,0.00048275,0.00048275,0.00048275
33,1878.67,1.11704,0.91509,1.15186,0.59621,0.50976,0.53418,0.35406,1.30309,1.1987,1.21975,0.000458,0.000458,0.000458
34,1928.54,1.1027,0.90026,1.13922,0.53767,0.52654,0.52709,0.34168,1.30181,1.18998,1.2262,0.00043325,0.00043325,0.00043325
35,1979.44,1.08726,0.87078,1.1344,0.60751,0.51372,0.55134,0.36851,1.32292,1.18443,1.24284,0.0004085,0.0004085,0.0004085
36,2032.19,1.07388,0.85253,1.12533,0.66907,0.49286,0.52692,0.34783,1.30753,1.18158,1.24384,0.00038375,0.00038375,0.00038375
37,2085.95,1.07934,0.84977,1.13365,0.59629,0.51062,0.54122,0.35874,1.29723,1.18687,1.22864,0.000359,0.000359,0.000359
38,2136.47,1.06071,0.81226,1.11858,0.70397,0.4963,0.55668,0.36834,1.30376,1.16569,1.24281,0.00033425,0.00033425,0.00033425
39,2194.21,1.04858,0.8052,1.11611,0.60606,0.50227,0.52478,0.3437,1.2984,1.22349,1.23617,0.0003095,0.0003095,0.0003095
40,2245.21,1.03693,0.78784,1.1079,0.62762,0.47475,0.53335,0.3539,1.2986,1.21974,1.23425,0.00028475,0.00028475,0.00028475
41,2317.48,0.9888,0.68222,1.0799,0.64778,0.47167,0.5286,0.34517,1.32152,1.22458,1.24985,0.00026,0.00026,0.00026
42,2367.73,0.97302,0.66382,1.08007,0.61863,0.50921,0.53451,0.35173,1.31806,1.2117,1.24969,0.00023525,0.00023525,0.00023525
43,2417.98,0.95748,0.64524,1.06803,0.63718,0.49436,0.54368,0.3605,1.3004,1.24006,1.23426,0.0002105,0.0002105,0.0002105
44,2473.58,0.94068,0.61491,1.05674,0.60491,0.50311,0.52956,0.34427,1.31086,1.23274,1.25066,0.00018575,0.00018575,0.00018575
45,2531.43,0.93062,0.59777,1.04741,0.57621,0.52423,0.52697,0.34634,1.30833,1.2631,1.24397,0.000161,0.000161,0.000161
46,2583.41,0.91728,0.58766,1.03939,0.62728,0.49616,0.53015,0.34564,1.29219,1.25766,1.23739,0.00013625,0.00013625,0.00013625
47,2633.29,0.90053,0.56192,1.03049,0.58831,0.50705,0.52135,0.34085,1.29212,1.26936,1.23864,0.0001115,0.0001115,0.0001115
48,2683.14,0.88946,0.55683,1.03169,0.67014,0.47652,0.53127,0.35123,1.29669,1.26673,1.23662,8.675e-05,8.675e-05,8.675e-05
49,2732.97,0.87954,0.53966,1.02506,0.628,0.51717,0.52835,0.34739,1.30585,1.26316,1.24613,6.2e-05,6.2e-05,6.2e-05
50,2782.57,0.87033,0.53104,1.02343,0.59397,0.52002,0.52574,0.34538,1.30446,1.28333,1.24508,3.725e-05,3.725e-05,3.725e-05
