epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,130.05,1.91599,1.3945,1.22051,0.78866,0.46626,0.53349,0.28995,1.71933,1.30409,1.23006,0.0017921,0.0017921,0.0017921
23,136.325,1.94766,1.42238,1.24424,0.79043,0.45252,0.52866,0.29337,1.66559,1.30862,1.1967,0.0017822,0.0017822,0.0017822
24,142.519,1.90734,1.38595,1.21879,0.78556,0.45466,0.52846,0.28768,1.74044,1.29888,1.23742,0.0017723,0.0017723,0.0017723
25,148.624,1.92221,1.40899,1.23138,0.81033,0.46809,0.53942,0.29272,1.65627,1.26207,1.194,0.0017624,0.0017624,0.0017624
26,154.78,1.93654,1.40916,1.23099,0.73551,0.42534,0.49979,0.2682,1.87269,1.36648,1.33076,0.0017525,0.0017525,0.0017525
27,160.866,1.89029,1.37205,1.21926,0.82241,0.46806,0.54107,0.29526,1.7003,1.25187,1.21521,0.0017426,0.0017426,0.0017426
28,167.038,1.90663,1.37851,1.21918,0.75943,0.45924,0.52851,0.28236,1.69568,1.3211,1.21318,0.0017327,0.0017327,0.0017327
29,173.394,1.90948,1.38145,1.22377,0.77672,0.46204,0.53453,0.2877,1.65588,1.25996,1.17542,0.0017228,0.0017228,0.0017228
30,179.54,1.88836,1.37229,1.22034,0.79536,0.45557,0.5344,0.29684,1.63528,1.23946,1.18829,0.0017129,0.0017129,0.0017129
31,185.693,1.88779,1.36767,1.20765,0.77466,0.47084,0.53774,0.29672,1.65358,1.24366,1.19855,0.001703,0.001703,0.001703
32,191.907,1.90017,1.3792,1.21908,0.75723,0.45924,0.53066,0.29189,1.66415,1.28538,1.21352,0.0016931,0.0016931,0.0016931
33,198.104,1.9028,1.38192,1.22469,0.77821,0.44794,0.52723,0.28543,1.6512,1.23348,1.18088,0.0016832,0.0016832,0.0016832
34,204.265,1.88777,1.35548,1.21067,0.82222,0.44766,0.5321,0.28479,1.68516,1.21588,1.19708,0.0016733,0.0016733,0.0016733
35,210.476,1.9021,1.36632,1.22266,0.77359,0.46219,0.5281,0.29271,1.7112,1.344,1.27895,0.0016634,0.0016634,0.0016634
36,216.02,1.87309,1.36511,1.22965,0.74374,0.42687,0.49835,0.25737,1.74248,1.33693,1.17776,0.0016535,0.0016535,0.0016535
37,222.415,1.88491,1.36839,1.22848,0.81481,0.45313,0.53923,0.29709,1.66592,1.22053,1.19187,0.0016436,0.0016436,0.0016436
38,227.445,1.8801,1.36056,1.21855,0.81797,0.45374,0.53714,0.29695,1.61925,1.19309,1.18013,0.0016337,0.0016337,0.0016337
39,232.331,1.90062,1.36856,1.2197,0.76452,0.45374,0.52868,0.27896,1.67969,1.3199,1.2093,0.0016238,0.0016238,0.0016238
40,237.206,1.88032,1.36674,1.22023,0.69203,0.36397,0.43492,0.21293,1.95764,1.4639,1.2527,0.0016139,0.0016139,0.0016139
41,242.113,1.89845,1.34826,1.21338,0.80855,0.46656,0.5429,0.29698,1.65535,1.20987,1.17964,0.001604,0.001604,0.001604
42,247.098,1.88179,1.37337,1.23576,0.80291,0.48611,0.55141,0.30393,1.6191,1.20952,1.17143,0.0015941,0.0015941,0.0015941
43,253.027,1.88099,1.36259,1.22393,0.79117,0.45115,0.52749,0.28038,1.69824,1.24142,1.20272,0.0015842,0.0015842,0.0015842
44,259.949,1.867,1.34198,1.21006,0.76846,0.46901,0.52938,0.28525,1.69776,1.94081,1.22405,0.0015743,0.0015743,0.0015743
45,266.705,1.88003,1.33363,1.21171,0.80274,0.48061,0.54845,0.30449,1.60968,1.26375,1.17489,0.0015644,0.0015644,0.0015644
46,273.599,1.86659,1.3334,1.2052,0.82507,0.4458,0.53098,0.28987,1.64598,1.24868,1.17713,0.0015545,0.0015545,0.0015545
47,280.116,1.8508,1.32397,1.2072,0.80906,0.43989,0.53068,0.28194,1.68858,1.28329,1.20618,0.0015446,0.0015446,0.0015446
48,286.431,1.8821,1.34815,1.21544,0.79754,0.41985,0.50262,0.26437,1.71946,1.36097,1.21421,0.0015347,0.0015347,0.0015347
49,292.723,1.86045,1.35993,1.23209,0.81533,0.44733,0.53758,0.30076,1.64433,1.23953,1.20424,0.0015248,0.0015248,0.0015248
50,299.318,1.8639,1.33797,1.22187,0.7643,0.45191,0.52335,0.28693,1.70445,1.31384,1.23362,0.0015149,0.0015149,0.0015149
51,305.728,1.85191,1.33091,1.20725,0.82601,0.46823,0.5527,0.3025,1.62432,1.18749,1.17953,0.001505,0.001505,0.001505
52,312.16,1.86158,1.33296,1.20967,0.81312,0.47603,0.54887,0.2991,1.63133,1.18236,1.1852,0.0014951,0.0014951,0.0014951
53,318.525,1.852,1.3351,1.20392,0.81377,0.45898,0.53731,0.29836,1.665,1.21736,1.18865,0.0014852,0.0014852,0.0014852
54,324.818,1.85024,1.32555,1.20488,0.82049,0.47511,0.54854,0.30422,1.66307,1.23436,1.19799,0.0014753,0.0014753,0.0014753
55,331.242,1.86948,1.34833,1.21421,0.78798,0.45846,0.53684,0.29091,1.65122,1.29406,1.18374,0.0014654,0.0014654,0.0014654
56,337.659,1.83105,1.31406,1.19114,0.81646,0.46565,0.54314,0.29819,1.64685,1.21583,1.17741,0.0014555,0.0014555,0.0014555
57,343.995,1.84685,1.32011,1.20104,0.8227,0.47605,0.55288,0.30432,1.60367,1.21261,1.17844,0.0014456,0.0014456,0.0014456
58,350.805,1.85123,1.33135,1.21967,0.78482,0.45863,0.52926,0.28708,1.66836,1.39506,1.16924,0.0014357,0.0014357,0.0014357
59,357.195,1.84673,1.32834,1.20556,0.7964,0.46341,0.54319,0.2992,1.657,1.29703,1.20126,0.0014258,0.0014258,0.0014258
60,363.533,1.85248,1.32799,1.2127,0.81685,0.43847,0.52829,0.28664,1.6478,1.19923,1.16718,0.0014159,0.0014159,0.0014159
61,369.921,1.84995,1.32849,1.2032,0.82539,0.45899,0.54732,0.30427,1.61368,1.19996,1.17104,0.001406,0.001406,0.001406
62,376.399,1.84491,1.32186,1.20352,0.81122,0.48366,0.55533,0.30456,1.62703,1.21128,1.1772,0.0013961,0.0013961,0.0013961
63,382.776,1.8372,1.32052,1.20778,0.82845,0.47628,0.55605,0.30807,1.62834,1.18406,1.1794,0.0013862,0.0013862,0.0013862
64,389.28,1.7998,1.28108,1.18806,0.78652,0.45675,0.52838,0.28325,1.77093,1.91421,1.2529,0.0013763,0.0013763,0.0013763
65,395.811,1.83772,1.29389,1.19615,0.82744,0.45557,0.54247,0.29483,1.6164,1.22326,1.18058,0.0013664,0.0013664,0.0013664
66,402.409,1.84376,1.29944,1.19143,0.83078,0.47603,0.55519,0.30435,1.59814,1.18045,1.16521,0.0013565,0.0013565,0.0013565
67,408.96,1.83441,1.30125,1.1974,0.83437,0.46076,0.54637,0.30481,1.60551,1.20497,1.18166,0.0013466,0.0013466,0.0013466
68,415.775,1.84489,1.30297,1.19253,0.84374,0.47319,0.55912,0.31501,1.6027,1.17314,1.18419,0.0013367,0.0013367,0.0013367
69,422.347,1.83039,1.29233,1.20526,0.83262,0.47023,0.55351,0.29735,1.59479,1.15899,1.15429,0.0013268,0.0013268,0.0013268
70,429.408,1.85155,1.31916,1.19457,0.82076,0.47819,0.55634,0.30549,1.65615,1.19394,1.20331,0.0013169,0.0013169,0.0013169
71,436.427,1.81459,1.29751,1.19173,0.84983,0.47346,0.56149,0.31178,1.63089,1.1871,1.20269,0.001307,0.001307,0.001307
72,443.866,1.83765,1.29262,1.19466,0.8354,0.47575,0.55936,0.30112,1.60513,1.18777,1.16934,0.0012971,0.0012971,0.0012971
73,450.536,1.81867,1.30156,1.19943,0.84212,0.47084,0.55603,0.30884,1.61216,1.17722,1.18203,0.0012872,0.0012872,0.0012872
74,457.354,1.83409,1.27909,1.19013,0.81046,0.46931,0.55509,0.30923,1.60931,1.18894,1.17343,0.0012773,0.0012773,0.0012773
75,464.251,1.84953,1.31483,1.19602,0.79565,0.46724,0.54174,0.28847,1.65961,1.24722,1.18031,0.0012674,0.0012674,0.0012674
76,470.665,1.82027,1.29696,1.18583,0.83066,0.44702,0.52943,0.28216,1.70795,1.2737,1.20051,0.0012575,0.0012575,0.0012575
77,476.891,1.83897,1.29735,1.19944,0.83596,0.4886,0.56455,0.30822,1.62144,1.15537,1.15898,0.0012476,0.0012476,0.0012476
78,483.111,1.81346,1.29678,1.19427,0.80369,0.47129,0.55698,0.31115,1.64088,1.16378,1.19863,0.0012377,0.0012377,0.0012377
79,489.688,1.81214,1.28867,1.19771,0.83325,0.48031,0.56883,0.3177,1.61917,1.16046,1.17384,0.0012278,0.0012278,0.0012278
80,495.832,1.84436,1.30508,1.19419,0.8228,0.48061,0.56663,0.3186,1.60461,1.16222,1.17065,0.0012179,0.0012179,0.0012179
81,500.919,1.81649,1.2815,1.18644,0.8355,0.47817,0.56562,0.31536,1.5917,1.17148,1.1683,0.001208,0.001208,0.001208
82,506.295,1.80025,1.27108,1.18013,0.82864,0.48427,0.5672,0.30369,1.65535,1.1795,1.1797,0.0011981,0.0011981,0.0011981
83,512.159,1.80998,1.28081,1.1913,0.82373,0.45377,0.544,0.28991,1.66022,1.20527,1.18747,0.0011882,0.0011882,0.0011882
84,518.744,1.80255,1.29148,1.1909,0.82088,0.46504,0.54429,0.30155,1.65316,1.24833,1.18639,0.0011783,0.0011783,0.0011783
85,525.253,1.80177,1.28215,1.18266,0.83374,0.49344,0.57569,0.32287,1.59147,1.13559,1.17541,0.0011684,0.0011684,0.0011684
86,530.65,1.82271,1.29074,1.1927,0.83208,0.48275,0.5681,0.31047,1.60462,1.17673,1.17749,0.0011585,0.0011585,0.0011585
87,536.856,1.78421,1.245,1.17776,0.85208,0.49588,0.58181,0.32121,1.59339,1.12833,1.17175,0.0011486,0.0011486,0.0011486
88,541.87,1.79994,1.25805,1.17615,0.81665,0.49506,0.57577,0.31613,1.57926,1.14432,1.15997,0.0011387,0.0011387,0.0011387
89,546.916,1.81245,1.27536,1.18616,0.82759,0.48977,0.57157,0.31471,1.60582,1.13211,1.16086,0.0011288,0.0011288,0.0011288
90,551.821,1.7921,1.27335,1.18579,0.81174,0.4924,0.56725,0.31529,1.5825,1.14111,1.15855,0.0011189,0.0011189,0.0011189
91,556.908,1.81861,1.26504,1.18129,0.80209,0.4855,0.56336,0.31252,1.59733,1.13381,1.15375,0.001109,0.001109,0.001109
92,562.541,1.79919,1.26343,1.18065,0.84152,0.48641,0.56952,0.31966,1.60915,1.11021,1.16203,0.0010991,0.0010991,0.0010991
93,567.4,1.80133,1.27089,1.19136,0.83814,0.47664,0.56288,0.3086,1.63027,1.1545,1.1878,0.0010892,0.0010892,0.0010892
94,572.423,1.80076,1.2707,1.19167,0.82795,0.49405,0.57638,0.3231,1.55261,1.10983,1.1458,0.0010793,0.0010793,0.0010793
95,577.315,1.78902,1.25751,1.18137,0.81848,0.49344,0.57123,0.31008,1.6183,1.18942,1.1837,0.0010694,0.0010694,0.0010694
96,582.485,1.80943,1.2643,1.18875,0.8199,0.49802,0.57678,0.31541,1.59144,1.14064,1.16005,0.0010595,0.0010595,0.0010595
97,587.459,1.77628,1.24184,1.17369,0.81381,0.49802,0.57502,0.31771,1.56806,1.11479,1.14516,0.0010496,0.0010496,0.0010496
98,593.433,1.8008,1.25551,1.18436,0.78003,0.41649,0.48908,0.25318,1.77613,1.29211,1.22277,0.0010397,0.0010397,0.0010397
99,599.96,1.7919,1.25651,1.17845,0.8249,0.4934,0.57447,0.31763,1.60452,1.15125,1.18,0.0010298,0.0010298,0.0010298
100,606.366,1.80029,1.26817,1.18858,0.83642,0.49771,0.58298,0.32348,1.60258,1.11305,1.16427,0.0010199,0.0010199,0.0010199
101,612.872,1.80101,1.26241,1.18043,0.81017,0.46321,0.55126,0.29091,1.63223,1.17134,1.16689,0.00101,0.00101,0.00101
102,619.505,1.79358,1.26615,1.19144,0.84561,0.49863,0.58278,0.32305,1.57622,1.10959,1.1618,0.0010001,0.0010001,0.0010001
103,625.364,1.82889,1.29002,1.20252,0.83105,0.50467,0.58341,0.32473,1.59552,1.1352,1.15965,0.0009902,0.0009902,0.0009902
104,630.718,1.79025,1.26139,1.18271,0.83466,0.4948,0.57206,0.31341,1.58389,1.16788,1.15309,0.0009803,0.0009803,0.0009803
105,635.995,1.77583,1.23012,1.17352,0.83575,0.49588,0.57729,0.31412,1.59311,1.13619,1.15489,0.0009704,0.0009704,0.0009704
106,641.445,1.77883,1.2423,1.17799,0.83724,0.49949,0.58119,0.31967,1.59466,1.11552,1.1619,0.0009605,0.0009605,0.0009605
107,646.844,1.78334,1.24458,1.17619,0.83278,0.49679,0.5786,0.31432,1.59849,1.12188,1.1641,0.0009506,0.0009506,0.0009506
108,652.091,1.78104,1.25188,1.18501,0.84437,0.50901,0.58843,0.32642,1.57185,1.13147,1.15953,0.0009407,0.0009407,0.0009407
109,657.315,1.78564,1.25542,1.18391,0.83746,0.48824,0.5742,0.31232,1.61483,1.1248,1.1625,0.0009308,0.0009308,0.0009308
110,662.56,1.77672,1.24246,1.17309,0.84667,0.4971,0.58783,0.32308,1.58418,1.12731,1.16438,0.0009209,0.0009209,0.0009209
111,667.487,1.77946,1.24449,1.18233,0.82808,0.50504,0.5847,0.32259,1.57164,1.15253,1.15591,0.000911,0.000911,0.000911
112,672.415,1.78013,1.24189,1.17933,0.83587,0.51756,0.58973,0.32576,1.53407,1.08544,1.13892,0.0009011,0.0009011,0.0009011
113,677.256,1.76303,1.21963,1.16615,0.85301,0.50748,0.58814,0.32403,1.5691,1.12896,1.1589,0.0008912,0.0008912,0.0008912
114,683.06,1.76393,1.23326,1.1775,0.84336,0.508,0.58962,0.32022,1.58902,1.09664,1.15442,0.0008813,0.0008813,0.0008813
115,687.943,1.76715,1.22764,1.16512,0.84627,0.49954,0.58572,0.31905,1.60073,1.11548,1.16982,0.0008714,0.0008714,0.0008714
116,693.265,1.763,1.23709,1.17729,0.82818,0.50473,0.58992,0.32675,1.60033,1.10287,1.16914,0.0008615,0.0008615,0.0008615
117,698.258,1.77517,1.22475,1.1717,0.84798,0.50534,0.58942,0.32664,1.56808,1.11899,1.16155,0.0008516,0.0008516,0.0008516
118,703.127,1.77555,1.24117,1.1807,0.85922,0.49863,0.58892,0.32574,1.56074,1.11715,1.15452,0.0008417,0.0008417,0.0008417
119,708.13,1.76674,1.22886,1.17073,0.87153,0.50687,0.59684,0.32874,1.57972,1.11479,1.15622,0.0008318,0.0008318,0.0008318
120,713.132,1.7678,1.22166,1.16826,0.7959,0.46534,0.53205,0.27465,1.87071,1.35892,1.31298,0.0008219,0.0008219,0.0008219
121,718.211,1.75393,1.22664,1.16946,0.84287,0.51298,0.59598,0.33246,1.55355,1.0886,1.15142,0.000812,0.000812,0.000812
122,723.352,1.75329,1.22028,1.1662,0.85241,0.50382,0.58894,0.31892,1.59837,1.12257,1.15551,0.0008021,0.0008021,0.0008021
123,728.344,1.73831,1.19914,1.15654,0.84918,0.51603,0.59637,0.32888,1.55692,1.08756,1.14854,0.0007922,0.0007922,0.0007922
124,733.589,1.7342,1.21227,1.1686,0.83657,0.51573,0.59694,0.33192,1.56782,1.07947,1.15459,0.0007823,0.0007823,0.0007823
125,739.385,1.76119,1.21579,1.1731,0.84534,0.4916,0.57651,0.31152,1.6018,1.12302,1.15618,0.0007724,0.0007724,0.0007724
126,744.36,1.74723,1.21281,1.17159,0.85503,0.51148,0.59715,0.33198,1.54313,1.10035,1.14732,0.0007625,0.0007625,0.0007625
127,749.387,1.74258,1.21446,1.17848,0.84565,0.5087,0.59582,0.32325,1.5916,1.11314,1.15249,0.0007526,0.0007526,0.0007526
128,754.942,1.73832,1.20789,1.16869,0.85325,0.50931,0.59772,0.33372,1.58715,1.10679,1.16541,0.0007427,0.0007427,0.0007427
129,759.899,1.73327,1.1874,1.1537,0.85081,0.51969,0.60286,0.3325,1.57924,1.0792,1.15948,0.0007328,0.0007328,0.0007328
130,764.824,1.74611,1.20856,1.16416,0.85996,0.49893,0.59188,0.32582,1.56857,1.11043,1.16175,0.0007229,0.0007229,0.0007229
131,770.221,1.7412,1.20604,1.16429,0.85586,0.52061,0.60135,0.33193,1.57047,1.1075,1.16904,0.000713,0.000713,0.000713
132,775.454,1.74281,1.19356,1.14723,0.86481,0.51764,0.60732,0.33635,1.58176,1.10154,1.16184,0.0007031,0.0007031,0.0007031
133,780.61,1.7402,1.20816,1.16194,0.8294,0.52153,0.60063,0.32843,1.63183,1.10686,1.16861,0.0006932,0.0006932,0.0006932
134,786.067,1.73832,1.19501,1.15767,0.81899,0.51573,0.59301,0.32616,1.58602,1.14822,1.15334,0.0006833,0.0006833,0.0006833
135,791.283,1.74358,1.21381,1.17215,0.83842,0.51811,0.59925,0.33215,1.58117,1.09494,1.16842,0.0006734,0.0006734,0.0006734
136,796.428,1.72905,1.17976,1.15544,0.83842,0.51939,0.60009,0.3305,1.58005,1.0798,1.15094,0.0006635,0.0006635,0.0006635
137,801.809,1.73226,1.18589,1.1603,0.82167,0.53344,0.6035,0.32716,1.59776,1.08377,1.1458,0.0006536,0.0006536,0.0006536
138,807.188,1.73762,1.20223,1.16641,0.83171,0.52363,0.60072,0.33079,1.58802,1.09632,1.1567,0.0006437,0.0006437,0.0006437
139,812.072,1.7406,1.20751,1.16394,0.84446,0.51573,0.59271,0.32489,1.63102,1.12514,1.17143,0.0006338,0.0006338,0.0006338
140,817.032,1.72409,1.18804,1.1577,0.8513,0.53466,0.60969,0.33757,1.55233,1.06574,1.15247,0.0006239,0.0006239,0.0006239
141,822.172,1.73518,1.19956,1.1705,0.86513,0.52099,0.60912,0.34066,1.55495,1.04746,1.14738,0.000614,0.000614,0.000614
142,827.312,1.74214,1.19156,1.16473,0.84896,0.5166,0.60162,0.31763,1.63093,1.09883,1.1702,0.0006041,0.0006041,0.0006041
143,832.686,1.73268,1.18173,1.14937,0.83827,0.51754,0.60037,0.3306,1.57984,1.08945,1.15032,0.0005942,0.0005942,0.0005942
144,837.863,1.75097,1.20623,1.16362,0.86002,0.5309,0.61286,0.33654,1.56116,1.06982,1.1431,0.0005843,0.0005843,0.0005843
145,843.055,1.70277,1.16365,1.14934,0.84995,0.5327,0.60921,0.33145,1.58422,1.06644,1.14595,0.0005744,0.0005744,0.0005744
146,848.046,1.70431,1.15616,1.14692,0.85322,0.53779,0.61329,0.33727,1.55708,1.06966,1.14685,0.0005645,0.0005645,0.0005645
147,853.283,1.69813,1.15261,1.14228,0.86275,0.52589,0.60836,0.33154,1.60399,1.10847,1.16217,0.0005546,0.0005546,0.0005546
148,858.397,1.73483,1.19611,1.16361,0.82189,0.5087,0.57895,0.31161,1.61579,1.24125,1.17198,0.0005447,0.0005447,0.0005447
149,863.494,1.725,1.17847,1.14697,0.85506,0.52977,0.61334,0.33818,1.58837,1.0847,1.15719,0.0005348,0.0005348,0.0005348
150,868.949,1.6991,1.16436,1.1431,0.8473,0.53405,0.61233,0.33255,1.61426,1.08464,1.16611,0.0005249,0.0005249,0.0005249
151,874.214,1.71634,1.16674,1.14495,0.84937,0.53252,0.61218,0.32943,1.60352,1.06996,1.15335,0.000515,0.000515,0.000515
152,879.25,1.70885,1.17157,1.15399,0.85288,0.5328,0.61354,0.33563,1.59504,1.08177,1.15519,0.0005051,0.0005051,0.0005051
153,884.426,1.68927,1.14349,1.1425,0.85704,0.53008,0.61303,0.33897,1.60273,1.0837,1.17892,0.0004952,0.0004952,0.0004952
154,889.693,1.70672,1.17013,1.15162,0.86453,0.52916,0.61461,0.34057,1.58738,1.08283,1.15631,0.0004853,0.0004853,0.0004853
155,894.878,1.72152,1.17726,1.15455,0.84902,0.53771,0.61868,0.34267,1.59406,1.07368,1.17089,0.0004754,0.0004754,0.0004754
156,900.795,1.7155,1.16406,1.1505,0.86351,0.52611,0.60985,0.33248,1.60514,1.10113,1.16575,0.0004655,0.0004655,0.0004655
157,907.11,1.71685,1.17296,1.14624,0.85425,0.5316,0.6128,0.33624,1.6075,1.09191,1.1623,0.0004556,0.0004556,0.0004556
158,913.739,1.70926,1.15926,1.14508,0.82489,0.51064,0.58262,0.31533,1.67105,1.17447,1.19927,0.0004457,0.0004457,0.0004457
159,920.017,1.70626,1.1539,1.1442,0.85012,0.53466,0.6117,0.33692,1.56612,1.08199,1.1434,0.0004358,0.0004358,0.0004358
160,926.632,1.70324,1.15098,1.14811,0.85184,0.54072,0.61843,0.33726,1.58026,1.07298,1.14985,0.0004259,0.0004259,0.0004259
161,932.963,1.69512,1.14878,1.14282,0.87048,0.53221,0.62026,0.341,1.56342,1.04873,1.15167,0.000416,0.000416,0.000416
162,939.038,1.69727,1.14718,1.14657,0.86085,0.53647,0.62118,0.34099,1.5883,1.05529,1.15529,0.0004061,0.0004061,0.0004061
163,945.353,1.70197,1.15239,1.1496,0.82917,0.54198,0.61887,0.34169,1.55805,1.06651,1.14427,0.0003962,0.0003962,0.0003962
164,951.777,1.69021,1.14257,1.14474,0.84333,0.53771,0.61437,0.33214,1.5896,1.05724,1.1516,0.0003863,0.0003863,0.0003863
165,958.113,1.69192,1.12912,1.1314,0.84506,0.53792,0.61808,0.33991,1.55437,1.04045,1.15684,0.0003764,0.0003764,0.0003764
166,964.489,1.69259,1.14505,1.1498,0.86342,0.53276,0.62014,0.34331,1.57736,1.05189,1.15883,0.0003665,0.0003665,0.0003665
167,970.925,1.68946,1.13695,1.14123,0.87998,0.53008,0.62259,0.34209,1.56638,1.03141,1.15765,0.0003566,0.0003566,0.0003566
168,977.071,1.70254,1.15107,1.14167,0.87104,0.54034,0.61897,0.33968,1.59391,1.06438,1.17285,0.0003467,0.0003467,0.0003467
169,983.284,1.70154,1.14721,1.14524,0.87491,0.53496,0.62377,0.34757,1.54839,1.02878,1.15902,0.0003368,0.0003368,0.0003368
170,989.708,1.68823,1.13533,1.14396,0.86498,0.53596,0.61699,0.33605,1.62405,1.06108,1.17086,0.0003269,0.0003269,0.0003269
171,996.154,1.71148,1.16046,1.15165,0.85155,0.53985,0.62024,0.33829,1.59156,1.05633,1.15479,0.000317,0.000317,0.000317
172,1002.44,1.69488,1.14034,1.14577,0.86904,0.53694,0.62173,0.33379,1.62562,1.05899,1.16935,0.0003071,0.0003071,0.0003071
173,1008.81,1.67572,1.12943,1.13173,0.86895,0.53858,0.62373,0.34672,1.55031,1.03239,1.14617,0.0002972,0.0002972,0.0002972
174,1015.42,1.69145,1.13068,1.12683,0.85811,0.5392,0.62162,0.34292,1.56469,1.05139,1.14621,0.0002873,0.0002873,0.0002873
175,1021.69,1.67995,1.13353,1.13649,0.87634,0.53618,0.62321,0.34621,1.55963,1.03614,1.15465,0.0002774,0.0002774,0.0002774
176,1028.2,1.67268,1.13652,1.15044,0.85955,0.54566,0.62955,0.34717,1.56087,1.03295,1.15538,0.0002675,0.0002675,0.0002675
177,1034.36,1.67091,1.11929,1.13353,0.86645,0.54351,0.62477,0.34058,1.59372,1.03923,1.15536,0.0002576,0.0002576,0.0002576
178,1039.81,1.68088,1.13882,1.13994,0.86586,0.54792,0.62753,0.34586,1.56428,1.03156,1.14742,0.0002477,0.0002477,0.0002477
179,1044.86,1.66533,1.11614,1.13406,0.87301,0.54366,0.6284,0.34355,1.57948,1.04491,1.14901,0.0002378,0.0002378,0.0002378
180,1049.77,1.67476,1.13576,1.14302,0.87087,0.5487,0.63041,0.3508,1.54895,1.02848,1.14859,0.0002279,0.0002279,0.0002279
181,1054.78,1.67153,1.13443,1.14293,0.8643,0.54382,0.63003,0.34914,1.57441,1.0433,1.15049,0.000218,0.000218,0.000218
182,1059.71,1.68173,1.12911,1.14039,0.86817,0.54291,0.62817,0.34697,1.57197,1.0386,1.15029,0.0002081,0.0002081,0.0002081
183,1064.61,1.67302,1.11333,1.13107,0.87042,0.54971,0.62979,0.35097,1.55914,1.02937,1.14962,0.0001982,0.0001982,0.0001982
184,1069.54,1.66358,1.11626,1.13046,0.86599,0.55298,0.63431,0.35278,1.54538,1.02575,1.14693,0.0001883,0.0001883,0.0001883
185,1074.47,1.65315,1.11526,1.12782,0.86298,0.55194,0.63249,0.34875,1.55659,1.02463,1.14914,0.0001784,0.0001784,0.0001784
186,1079.39,1.66946,1.11978,1.1356,0.86452,0.55142,0.63261,0.35138,1.57099,1.02662,1.15359,0.0001685,0.0001685,0.0001685
