epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,446.109,0.68664,0.81821,1.11891,0.42924,0.71029,0.54486,0.43083,0.70987,0.71373,1.10454,0.000775822,0.000775822,0.000775822
56,454.53,0.68364,0.81676,1.11811,0.36667,0.94946,0.47335,0.3566,0.76074,0.83152,1.15069,0.000759318,0.000759318,0.000759318
57,460.667,0.69109,0.79425,1.12535,0.55067,0.70668,0.64836,0.489,0.71478,0.80386,1.10984,0.000742815,0.000742815,0.000742815
58,466.766,0.6794,0.78696,1.121,0.47066,0.66155,0.53489,0.42899,0.68994,0.7684,1.09163,0.000726312,0.000726312,0.000726312
59,472.844,0.66289,0.7578,1.10376,0.46978,0.71209,0.52964,0.41514,0.70948,0.69729,1.09909,0.000709809,0.000709809,0.000709809
60,478.895,0.6717,0.75824,1.10906,0.369,0.96209,0.51247,0.38232,0.69517,0.73236,1.10155,0.000693305,0.000693305,0.000693305
61,485.024,0.68186,0.78235,1.11011,0.39674,0.68162,0.51637,0.37848,0.70233,0.77331,1.13066,0.000676802,0.000676802,0.000676802
62,491.331,0.67358,0.75159,1.10515,0.56747,0.70992,0.67441,0.51901,0.66002,0.61167,1.05297,0.000660299,0.000660299,0.000660299
63,497.401,0.65272,0.74224,1.09988,0.44302,0.72112,0.535,0.42931,0.62626,0.63084,1.04929,0.000643795,0.000643795,0.000643795
64,503.559,0.65112,0.74332,1.09803,0.57222,0.68321,0.54509,0.45506,0.66792,0.67172,1.08217,0.000627292,0.000627292,0.000627292
65,509.626,0.66342,0.75076,1.10994,0.6183,0.94422,0.7114,0.50737,0.65716,0.67619,1.05481,0.000610789,0.000610789,0.000610789
66,515.696,0.64419,0.7376,1.09415,0.95558,0.4258,0.47477,0.38379,0.64916,0.69055,1.0355,0.000594286,0.000594286,0.000594286
67,521.738,0.64213,0.72536,1.09684,0.9365,0.42187,0.48135,0.38428,0.67883,0.72722,1.06899,0.000577782,0.000577782,0.000577782
68,527.766,0.63278,0.70947,1.09446,0.93612,0.4296,0.47189,0.38113,0.6487,0.6969,1.04734,0.000561279,0.000561279,0.000561279
69,535.029,0.62298,0.71218,1.08279,0.59401,0.69946,0.62932,0.5292,0.59648,0.61721,1.02157,0.000544776,0.000544776,0.000544776
70,543.302,0.6277,0.69913,1.08569,0.64292,0.68863,0.6343,0.52052,0.6706,0.65293,1.06325,0.000528272,0.000528272,0.000528272
71,551.773,0.63436,0.71383,1.09188,0.74464,0.95126,0.80341,0.5405,0.60104,0.59179,1.00928,0.000511769,0.000511769,0.000511769
72,558.86,0.62691,0.71589,1.08484,0.47441,0.72112,0.54817,0.43553,0.5919,0.56119,1.01222,0.000495266,0.000495266,0.000495266
73,567.45,0.62441,0.69105,1.074,0.56077,0.69946,0.62463,0.502,0.65277,0.6467,1.03847,0.000478762,0.000478762,0.000478762
74,574.884,0.62559,0.68424,1.08289,0.61478,0.69224,0.80004,0.62691,0.61057,0.57198,1.0133,0.000462259,0.000462259,0.000462259
75,581.145,0.62135,0.68098,1.07733,0.53985,0.70586,0.56234,0.46657,0.59648,0.60815,1.01813,0.000445756,0.000445756,0.000445756
76,589.022,0.59818,0.68042,1.06432,0.73378,0.91336,0.79286,0.57915,0.59266,0.64232,1.00399,0.000429253,0.000429253,0.000429253
77,597.353,0.60157,0.67863,1.06457,0.92861,0.94224,0.96993,0.66527,0.59767,0.57998,1.00927,0.000412749,0.000412749,0.000412749
78,605.495,0.60248,0.64652,1.07692,0.70736,0.68682,0.76128,0.60075,0.59835,0.632,1.00977,0.000396246,0.000396246,0.000396246
79,613.438,0.59419,0.65411,1.06746,0.59663,0.95651,0.68197,0.53119,0.55745,0.56464,0.98061,0.000379743,0.000379743,0.000379743
80,621.328,0.58198,0.65394,1.05973,0.7304,0.69043,0.7734,0.65213,0.66585,0.60052,1.0663,0.000363239,0.000363239,0.000363239
81,629.628,0.60294,0.65107,1.07635,0.69462,0.69524,0.61109,0.50858,0.54544,0.5678,0.96537,0.000346736,0.000346736,0.000346736
82,637.928,0.58215,0.65331,1.06133,0.70903,0.67372,0.78947,0.68977,0.52111,0.51079,0.94101,0.000330233,0.000330233,0.000330233
83,646.505,0.57073,0.64818,1.04378,0.65471,0.68141,0.61224,0.53205,0.54699,0.53529,0.95607,0.000313729,0.000313729,0.000313729
84,654.883,0.57067,0.63962,1.04903,0.56457,0.92712,0.58503,0.48421,0.52931,0.55613,0.94492,0.000297226,0.000297226,0.000297226
85,663.386,0.57454,0.63079,1.05126,0.69066,0.67599,0.62822,0.5329,0.53899,0.51775,0.9441,0.000280723,0.000280723,0.000280723
86,670.806,0.57123,0.62989,1.05187,0.68638,0.66336,0.64258,0.54499,0.53002,0.53695,0.9456,0.00026422,0.00026422,0.00026422
87,678.868,0.55353,0.60935,1.0397,0.69132,0.67979,0.77595,0.68438,0.51604,0.50427,0.94893,0.000247716,0.000247716,0.000247716
88,686.871,0.56094,0.63382,1.05307,0.61422,0.66576,0.7553,0.67225,0.51223,0.52263,0.94007,0.000231213,0.000231213,0.000231213
89,694.529,0.55844,0.61205,1.04742,0.58435,0.68863,0.61368,0.51284,0.50563,0.52104,0.93496,0.00021471,0.00021471,0.00021471
90,703.127,0.55824,0.61399,1.03673,0.60707,0.70029,0.59095,0.50957,0.51384,0.48611,0.92366,0.000198206,0.000198206,0.000198206
91,727.754,0.41211,0.5337,0.97749,0.60688,0.65031,0.63781,0.55335,0.51968,0.51979,0.93515,0.000181703,0.000181703,0.000181703
92,735.822,0.40132,0.47061,0.9741,0.62702,0.66758,0.66289,0.54839,0.52858,0.52303,0.94642,0.0001652,0.0001652,0.0001652
93,744.19,0.39595,0.43617,0.96531,0.58047,0.95668,0.62222,0.51507,0.50261,0.50026,0.92384,0.000148696,0.000148696,0.000148696
94,750.57,0.38954,0.43319,0.96694,0.53075,0.96029,0.61401,0.51514,0.49642,0.51508,0.90983,0.000132193,0.000132193,0.000132193
95,756.529,0.38316,0.42172,0.94632,0.57725,0.68355,0.60349,0.51629,0.45817,0.4701,0.88079,0.00011569,0.00011569,0.00011569
96,762.642,0.37296,0.41544,0.96173,0.62113,0.66924,0.653,0.56464,0.47046,0.46617,0.88532,9.91865e-05,9.91865e-05,9.91865e-05
97,769.859,0.36278,0.41092,0.94921,0.57728,0.6887,0.60234,0.5243,0.47519,0.47368,0.89842,8.26832e-05,8.26832e-05,8.26832e-05
98,778.427,0.36522,0.40232,0.95386,0.55376,0.96029,0.57758,0.4792,0.45955,0.4711,0.8829,6.61799e-05,6.61799e-05,6.61799e-05
99,786.49,0.36056,0.40476,0.94402,0.58635,0.95668,0.6029,0.50971,0.46179,0.45911,0.88064,4.96766e-05,4.96766e-05,4.96766e-05
100,794.416,0.36376,0.40416,0.94859,0.58202,0.95576,0.62357,0.52363,0.45956,0.45642,0.87685,3.31733e-05,3.31733e-05,3.31733e-05
